wallet,,
0xf73fe9baefb06c6411862fcda39866fbdaf98f6e,,
0xf8b1cc0f3819eafaed99f2c0ff206c0861e0548e,,
0xfa2c0cd16653fea5e385f02f433152b78e45a243,,
0xfae388cbc163fc5eaf13edcbc09f3e5008263e6e,,
0xfbc95d2ceec245b5a92f62dc8c62577c22c91d2d,,
0xfc04c3c5883ba9a80c4226c24b8472b61ccfd734,,
0xfc2db268200257a52585377ed45d0ef002be80ae,,
0xfc385b17b9af5322e39b5b4d0a5322a97a097ec9,,
0xfd0be8b8c7ec49780fb8ab0175fceee9f962fde2,,
HolderAddress,Quantity,PendingBalanceUpdate
0xdbc582775c31d191a9fea0f02b3c2c4e594ad748,29,No
0xdbd47f66aa2f00b3db03397f260ce9728298c495,27,No
0x812d7fbab15ada04a69ef77221225b83d32d310c,24,No
0x52653f7a14903be0d00cd3225fd3ace2295c3ebc,21,No
0x3ba5be29f37b98c201e1ff8ab6ce4dd3aba915b8,17,No
0x263bbe814991338a8ce3377ebddf011d78f38cb4,15,No
0xf74f8ad40b17887b0379d87c55c063dc2861aa2f,15,No
0xf06bed3f0dad7932d8d00fe48c36751f5c10be23,13,No
0xd5166b6f103af5e8850324b15ec5ee119c8b64ac,12,No
0xfe59f409d7a05f8e24aa90626186cc820c8e3005,11,No
0x44443cf6e3551109746b42150336c513e6e08e9b,10,No
0x91baec4d1bc7d17d6de74499075a8a64604a52fd,10,No
0xfc932f8428632355acca94b7b465c0c451edbf91,10,No
0xfacc6e4c723fb3fea1899bdf1dbd0bebb0ddb666,9,No
0xfebb9ead7c0ea188822731887d078dc9d560c748,9,No
0x94ef56efad3cf722cd385bd6d5178c3063b83d1a,8,No
0xbf44162160de5a72d16264592b182e2fe30cf07a,8,No
0x0b9580c35db43c1df34096795c7434dca2069e9c,7,No
0x3646b1f4de6065a5546a3640428ca416d7a3d1e1,7,No
0x64a8019d54c1e7f89488d76c86413dd9878f7556,7,No
0x40c01de0ab9b06d57e33fdf3c1f5c4d4dd32b0f5,6,No
0x4a301a07e220bf6663d965bb1b4e80ab87508734,6,No
0x6a064d917f6afd651973e3cd8e271d33a9713f09,6,No
0x8686972e49bf7b27ac0c5c88ad7401c9b965ae12,6,No
0xf64c40a78f4dc73103c9ee3ae1766756730f8086,6,No
0x6a92b9330849ec54f8b2cb0876a42cfff4993efa,5,No
0xd69e87cac35f88681ef1e19721329bb829a3951b,5,No
0xe821baced017409b4f6264f7e22ea1fd19bf262a,5,No
0xeebff2d3f395aaf95ac43c813290ac75711ee28f,5,No
0xf8149a8a780b21117d3e253510b4a23a4ce308d8,5,No
0x307569664589d81cbd7e72bb3e31661fee9a5dbc,4,No
0x69dc7b518b6375c20e7af938b35e7094ee43757a,4,No
0x92e6be7ee86e15b36942ade7aad9dc50cc559aea,4,No
0xa89018b3cfa33c94253552b791f3ca5d0803ddf8,4,No
0xb8ebbef667009263c4f85147183b0f2e39177239,4,No
0xc2f22672887c6e467bdf02287d0af9e7ae86ccd5,4,No
0xee8c0cb45577b17b93047e6f28fc84c5e167a46d,4,No
0x00e843056dd3fa34441e9a1009b1e354d83068a8,3,No
0x0a3b151beeb0acb8a16cdad2e186bc6685b821b0,3,No
0x3569a929293ba38ab1482e102c8089b46d79d4f4,3,No
0x417ac1bce3d92218148e2c969aef72c33a614f5b,3,No
0x6eef09b526d883f98762a7005fabd2c800dfca44,3,No
0x837cb31c3e7cb8c3152e710ca3963e04de1fa47d,3,No
0xb0f840b7e0aa17259f5036081d86f6c07d64930d,3,No
0xbdab0e6ab14f2f811893bdfd522e47cf540751f2,3,No
0xc2e1310780fecbcbf54b6a013f3e6fcb397e177e,3,No
0xd084566aa659cc179cdca90ef24d49a6a327ca58,3,No
0xdf1461557e08647ff3fa4434c55b99dc97e082e4,3,No
0xe1b83df55c63146eda8fa50df899873348b80fe0,3,No
0x029e13c1dcde8972361c9552ced69b97596e0e86,2,No
0x033c2bf951e9978312ed94e5b306fcdef1177b02,2,No
0x0c0298cbe59bc62497da38bab4ff887396e4631f,2,No
0x0e65c8f1ec9fc4a9d395cba5bd4487924a9b14bf,2,No
0x1325964229363d5338def5a5699df18a3023c6e2,2,No
0x13e1039d18c922abb4c6fe390c0191529ba5e785,2,No
0x1e68f79457f04a9d2fc2967ba9f722780af09560,2,No
0x1f735c429c1e9a72506a8575c69e32deb265cb06,2,No
0x24abe938973f20f86c47e5748ef5fe08014f5795,2,No
0x2a615ab27e3890c6dc668cbdc4c7009e4368ba8b,2,No
0x3431175848929ac46db0fd4d072574d6df2a2f7e,2,No
0x34cee61443ab4db530202f320b50f96f6ce913a1,2,No
0x39cc9c86e67baf2129b80fe3414c397492ea8026,2,No
0x4c955472810152ed4b336b8588dd470a564422c5,2,No
0x5294f164d548b6d5a586139698d391dddf54c245,2,No
0x529f271ef44aa2a3d04ad0878d530a2b035c2b27,2,No
0x54117957eab5070d27785696cd24c38f5b35a913,2,No
0x5ba0908cdde2e0ff253b69f9d4a048e8de475c7f,2,No
0x6549f9b082656db1a59848808af9a7525b3de8cf,2,No
0x69c4a3eecf3c79166fc2c676a5736be2225e103b,2,No
0x73d2a51ba95f1e05fb271b3f4140617c2bd9c691,2,No
0x7474cfa75e6174495a08874a7d987e1c9fb30467,2,No
0x751d7d3fd91d66f1aee48c53aa5078b7cf1aca22,2,No
0x8f43e39667bfd6d571a7e4a69df2e5646e92319c,2,No
0x9555b7ae304e057a018c3c8e756eab29188387d4,2,No
0x9ea0940749187868dd6a433db4fcc0281c6ce897,2,No
0xa80da4a3b7d6f39f3dc72a5df714d8fae09e5089,2,No
0xb4589d2064f423af10450abe1495f58da1366128,2,No
0xb89c9c8f9679d45c175c9430a777f68765108707,2,No
0xb95a3bf65c10a7ee64af73b028c667240e4a9955,2,No
0xbb3a0a8997e92450342cc3b244c3a93e662fc688,2,No
0xbf1fa5fef94d4af60ef96b4083b608a7fd18ef2f,2,No
0xc2ca2a59f3344e2285b9261213eae1d88ebef273,2,No
0xc6b0562605d35ee710138402b878ffe6f2e23807,2,No
0xccc8b6fbcf6a2dbecd952e54494b91eb692a095f,2,No
0xd39e17194c2852bec3a5c710269a6af7a76adf35,2,No
0xe43410f402851923b94bba290c151e980ef60662,2,No
0xf2a4f7f8530985e4b107c1941d5143daccbe3199,2,No
0xf7220cad05b641664b009b44473e5bd7c4367970,2,No
0xfdaa3c0d61dd8160767fa110fdbbf54978e20b36,2,Yes
0xffe87182f8941bc1121b759cf0a8fbdff638e5c7,2,No
0x01561c6c8f169e93077b32ae724501c587152d8b,1,No
0x01a18b4adbc7a0e19fcfbdf63e85ec6f3c9ce9e7,1,No
0x05d5e3f153387d2c17bd4e8d2f68dc8072e4ab5d,1,No
0x0677cc37fb6f776b5900e5e0f499b24676d80a1e,1,No
0x068959bba6641fa13015e649ad4acbce1f80feaa,1,No
0x086631b52659fc2aaa7b66031e07980b442a8f39,1,No
0x091f1af3c5c0aa08eb5b9407850e8933088956e4,1,No
0x09861e36fcd0fd1f8524c3ecc050068cb4ad9702,1,No
0x0ba568bee3810876f86761a34b83ff5a34764132,1,No
0x0c9f5d112728213c6ada38365d4e41c190f50e60,1,No
0x0ed39b4c8ca3f0faf74c780e8ec128314ee7f514,1,No
0x0ee67ef40318040173c8bf3894681c940c8b8690,1,No
0x0ef7e8959da0341a544e442a46985e3fbfbe9eee,1,No
0x12251ab9eedda4df9abb514c54c0a0aaf1a153fb,1,No
0x136e409d3c13dbf044d8eca5e6c22cb0a7915500,1,No
0x13716d892a158c212e662e928af80e2cf44c6c20,1,No
0x1655826cc4a321686a3f24335fdb2208b81f3a7c,1,No
0x17a7e71b3aab9569c23141d83630a83fad8df0c5,1,No
0x1b5ebaace21877999e9c8c9ae5cdebba2a981ce0,1,No
0x1d9bcdedfd4c7f14d6e96708894968c058e724c6,1,No
0x1e9e390ee041142e280e992ad4fa9efb22a38dac,1,No
0x2052051a0474fb0b98283b3f38c13b0b0b6a3677,1,No
0x2156ebd95efbb3b54bc31977b80e996fb2afe59e,1,No
0x24161e4d3e32bfa10dec711361490745d7df4ea7,1,No
0x24ec330b2172a019d576662eef347ec6e55fc262,1,No
0x25878213e713b4cc75a4a776c54f11a53c6f0dc1,1,No
0x270b43c8e8f1082f9784e9046d4db50d55d64eeb,1,No
0x276748642e25ea57f41478084bfcffd181d83a6f,1,No
0x2874ac51a67855c9556cf3f59964610dd2057e2a,1,No
0x28f0388ff37f1fb607c032c44e57dcb77cdc7f10,1,No
0x2a5164e46e4e6e1bc7034a1a7b4c307156d558f0,1,No
0x2ac76669b79a3e7624f1b00d9ab5ed295b898162,1,No
0x2af2f6236e60f8476575afc9633318617ff595a5,1,No
0x2d92214855f88f1a3f24b1a3f8f6d533cd0e2e37,1,No
0x3046076b68ab4a82154e49b640193d03b5bf8ef5,1,No
0x308f0313873ab217e94dc6dc98d68b42007dbf46,1,No
0x31b9a36a2f57b40165004366895d16adfa7aa4c4,1,No
0x33de1135ccd8d60b9d78ce4ce92229705ae9c6dd,1,No
0x38b671931757771dee3b33fd0dce6c3641eebd68,1,No
0x39e2efa24af3edf716421230853183366596c008,1,No
0x3a43f6e92708cb75425b0b1063526efbe783864d,1,No
0x3acb5bb02c06e74788c14ef314c728b421f5fc02,1,No
0x3c29d331e0d7557b7537895510c572fec1398803,1,No
0x3cf9d0d745558d50611a653e91e48fa85611f93e,1,No
0x3d6c37dcf518f7633a5c216980a2c5648f3f0f26,1,No
0x3e1bae25bc4eeb818eab90d51e3af356802d4db9,1,No
0x3ecf93a3853a3e33342f1cbf34b4f6f9ff8b8b3b,1,No
0x3f11f788910b11a130972e6c1b6153d02a604ed9,1,No
0x3f379b3424cd8c9110aa68e1011364c8e749f7af,1,No
0x3f86774af7678aa48c50664dcac08df45765770f,1,No
0x4014a1f71fbba5dca75bf802c5e54b2fa76bac1d,1,No
0x40db0276a8d3fbbbf236eafdfb421f70ce57612d,1,No
0x421bee479ef728f666c97ebc9c259219e36a1d62,1,No
0x4320e8eaacf0cd2def63e5fc3e85801162eacbc0,1,No
0x462445de3885210b0480ee02a536709dcf0bbd54,1,No
0x484ce76a06979e90adcb7ec1016d58c5b1b31afc,1,No
0x4a18392293ac2d7a4fe62b609fb9356a20033c46,1,No
0x4eb859fc83977267fbb6ae1066a51fb4c9086c28,1,No
0x4f705e6f3f9380a6f0903e18ff3dccb3f1c39c93,1,No
0x5015a52a42812d1591531628652ccd6d806790cf,1,No
0x5053b78288e799d08bcea8d26f239de2ecbb0fd9,1,No
0x50cba2ff510e97d30ab5ad562ddd7a7d4f586d60,1,No
0x517d860cf98713a8dec270cb8d789406943d5869,1,No
0x52df13f32c2085a26ca5e9812c799dd7da4adedd,1,No
0x52eff600e9a0317981c1e3ee882c4b6d6e053f5d,1,No
0x54283aa466a5494b7598dafc448312976b1aa99c,1,No
0x5434226fd1fb936d8a960b1a7a0e7dd477cbdced,1,No
0x552deca48b884e6334b726ca501e1e05c60f3b70,1,No
0x554c8665710bd51b777892493684b49baed0c952,1,No
0x55d4a9e5cde6fbe40991e7570e01899891f6b0d2,1,No
0x586b76579b297be9a16daa81baf93c2ddba480f3,1,No
0x5a61288d03e9911462a5b27360454b9dedd0dda5,1,No
0x5c1643e4caa7a6d2ecd37aca614c5b189b16e803,1,No
0x5c6aa6fa9fc3d20858308dee1048c71b9e49cdf6,1,No
0x5f2be18e0417fafe24d71b27ee6005c5419aa89d,1,No
0x5fa9d99567956e12892c8d02f31bad7b7313f6e4,1,No
0x5fc097d56fe211f980bfd1951f0948881c3c8361,1,No
0x6182c9366cf83b2c186371de5fc0fb4bec934f20,1,No
0x63a8f19761f66ee310645cebd936b7b463153a98,1,No
0x66ac38d6115a0fb8d29ccc42081cc1216bf15c2e,1,No
0x66e00e8210d375abebe0a21bdad6b6f9419de3d8,1,No
0x694375fd39b8b19e97529f8a907ee2ca5d00744b,1,No
0x6949a54883d3cd2bb47820d9db4d5f937c23edc9,1,No
0x6a097a25c418ab3e1c40569c70c4dd1f9a087357,1,No
0x6be838ab5a2788a52a08ca67118f5ea05ac07629,1,No
0x6ec74f6da82f752ffbc61fdf338277c43367a083,1,No
0x70fc522aced0fe60e961dc47811f01baabaa9b38,1,No
0x74bce36e1037b83e4b00038f68c9d68eb5674adc,1,No
0x74d7cc39d886bc064b9b278c2fb5b676948ff3ab,1,No
0x7660506f88f35f3871c7cb8c784f9111f46aa89f,1,No
0x7ac4ac2ec0c1cb1cb7cc1cdbf827dd26ca6c2fca,1,No
0x7bee10a601d3473c524e4e5e94f1de2911f1be12,1,No
0x7d17e882e39184018c814e836a843656e58a217c,1,No
0x7e150359b3626bcfbbf5d76abff73fd115c6c8a8,1,No
0x7f2d3ec155129fcb718aa54585f8427e99822ce1,1,No
0x7f5e0dd656d1cf9d93e05873ae16a5f3665fd985,1,No
0x80e46673d80ffd63146ed4b5d1082f7a5cee0c8d,1,No
0x81dba4da2d37370ed4cf5c798f9fd5a7e03c4a2c,1,No
0x83803a52541bf611d7a34107ac5739c3c71daabb,1,No
0x84cb1a3e726a4d364797ebf739c9cf6d87bd5ab7,1,No
0x85bc03678220009e82206ddccbf713228750f759,1,No
0x85d8e549d74a42472d44a853c1b8788c0fd67610,1,No
0x878a17144ec49f9efc1e83903778c9c86e61abde,1,No
0x88b077340afb14dd72b4543c0ce075be0512a2d5,1,No
0x8951f5ef953334f4defcb1c3ac1a6e97d37b1f45,1,No
0x8a4af408fd38e2d88c22ee1a3a8ef74f8169f4da,1,No
0x8bcb8652b410abf611471449b8627b462dbfa59f,1,No
0x8d4a8d111a9f48004f38556be068809fb010d2b7,1,No
0x8ed037f74dc55cabfe439d633b23be7ec93e0e23,1,No
0x8eface48c5af9583faddaa98c5b34599a3052539,1,No
0x8f0768baf9ad1ac1ad0ca710951986df0d81ad64,1,No
0x8fa89d4f194a9b5e9ac90a1484b43c46dc7c2549,1,No
0x9032f0bc7ea98531e7349c95cd48dc42cfc26e64,1,No
0x9316e15a4e6552ee0e00a1232b4d1ddd49f6eb01,1,No
0x96463e29607f0f400dec7905b375f07ac7e24cb7,1,No
0x97fd469dbee2c3649fd35e0c2530dc7d91d8993f,1,No
0x9803d2482de87781e053277b510f158b024663a3,1,No
0x995467ea5288813e884f6ef6712b07f55cc3a95b,1,No
0x99b0ee8b91f0d1e7a32947df149ad07fdadfc8ca,1,No
0x9af6b35364c1c677bc8b54fd4c2db4752b2dcbe7,1,No
0x9b8eb364864eae743f205fb419994345c4a73bb6,1,No
0x9c3f08c6281ce999515fc822992cd01b54aa1066,1,No
0x9cb02c7555537072b639db1349bfd5f3fd444551,1,No
0x9ed9876349322ae51642a1d7054c9bf7c02dba48,1,No
0xa1327498c64fbcb1fef5a54dfaca8b3c760e7c22,1,No
0xa4095f44fc7a7c9f37ffe2b74635bb8946db49d8,1,No
0xa525fcb70404336c591833a85abb1663b779cddf,1,No
0xa5a46511b1be1f3c8d1174bceb916eaabcc96c29,1,No
0xa67b621ea4d0f4fb817eac56013cc4b49f818e71,1,No
0xa754a4b33f4c4657f39e314704db3aa84df2a6f9,1,No
0xa76c70d735e47da7e74b138f78f77136713b71a1,1,No
0xa77ebed9c604cec145a7fb1f9f156e50902b560f,1,No
0xa7a12a1d7000e40ecc18a62af456791b89cb2770,1,No
0xa92124622bba8fa904e3e9095e4fd32d3092d25c,1,No
0xa9f26211fa03da13f9cfd6485b57baafca9e9b64,1,No
0xaa92eea9843a6c63873b0956ce3ca61fbb85037b,1,No
0xada1cad2057a26a90a9f4a3e1a2374f9a26bfebc,1,No
0xb02a151829775f96fe35ab94c2e828a122b5667b,1,No
0xb11a37f5c439b8859ce78ccef95e1de0b9edca53,1,No
0xb1afdc7457cea008a8497d184bc74deae0c43d63,1,No
0xb26e883515ca7d30ac3159a343268e45d7f14885,1,No
0xb31f8662b8fc171f07a50bfa7a7f4b74400f61a4,1,No
0xb47c3fd4f8a83189c1230fbe1f51070cb5dbb8f3,1,No
0xb7e688b1f6f55be262a8b3d3ea0ea5a12eaf3d2a,1,No
0xb7f353e46f70163114b6518582ed239df00f3cdc,1,No
0xbbd07cb7026c3aa08066ee3a1205d5aa8bcc01dc,1,No
0xbc1dcc49ee73022058431e55c646b35f85aca8dd,1,No
0xbc8f8d918e46d171d151c3ed748e0a9599ecbff0,1,No
0xbd0fbd15a575c6a55fb542bbc19280cad0476e84,1,No
0xbe067aeca671018f36662b48afd2a5970ce8e5a8,1,No
0xbe2b3a88f728872c7fcd9ec3ba8a153f320ea0ec,1,No
0xbeab7234ddc7a191f7c8354ba9d6fa73f0287f15,1,No
0xc3f4619bb1c68c9024746fa5d6099278d0437e1a,1,No
0xc4deec9268780f6104647f54cc2d863b222d557c,1,No
